user_id,block_average_correctness,reverse_tap_average_correctness,reverse_translate_average_correctness,listen_average_correctness,block_average_response_time,reverse_tap_average_response_time,reverse_translate_average_response_time,listen_average_response_time,user_ability_score,average_blocks_per_session,average_blocks_per_day,average_sessions_per_day,session_length_variance,blocks_per_session_variance,blocks_per_day_variance,sessions_per_day_variance,response_time_variance,churn_time,churn_time_category
+Qm8x1XJ,0.1838827838827839,0.07017543859649122,0.16711590296495957,0.19285714285714287,0.0031427164260998397,0.005399005897326841,0.0012332584643202347,0.005235323632281422,0.5778697291848943,0.024124513618677047,0.03376532621815641,0.07936507936507936,0.3302396676144586,0.2757202854120645,0.47848085785151334,0.08324929121213383,0.04733942384176448,8.0,2
+RgWvZlj,0.0937246963562753,0.038901601830663615,0.28440366972477066,0.08450704225352113,0.0012426712788423289,0.0036462851422526203,0.0011646423954069947,0.005616427390101562,0.5409659611410231,0.6532012734347366,0.6496569468267581,0.0,,,0.0,0.0,0.02084931754008542,0.0,1
+SLEjoK9,0.12978896103896104,0.04897959183673469,0.20689655172413793,0.26666666666666666,0.004099978853439146,0.005405861777831383,0.0025345359011760622,0.006620530604820982,0.5722386457783759,0.014078528475415639,0.038593481989708404,0.23214285714285715,0.18776535540367628,0.13950933147745948,0.4351072061701735,0.2988423580618346,0.2297169830892963,7.0,1
+T2RgPr8,0.06618257261410788,0.013054830287206266,0.10016155088852989,0.06779661016949153,0.001885931204338131,0.0021089589422359583,0.0012521955176676132,0.005204381578146844,0.5303073270737453,0.04807537704601731,0.0661139698875548,0.06666666666666665,0.45845940819538084,0.4184040996135492,0.5285511112414326,0.11657634137956055,0.20210878908647414,14.0,2
+T8DX/yc,0.16612635078969243,0.03260869565217391,0.2778993435448578,0.19651741293532338,0.006309875455684132,0.004602522116700666,0.0027075816443653494,0.007922033121042886,0.5819663496068129,0.045914396887159536,0.06959929483514388,0.09523809523809523,0.4755912998346142,0.45411152606458627,0.6235705719913093,0.16090819182802968,0.43940870198447246,20.0,3
+VGYgwYY,0.051399491094147584,0.023715415019762844,0.0498220640569395,0.08812260536398467,0.004026587972675006,0.005946731133287536,0.0016964914484127653,0.006725165756071566,0.5220161471243812,0.10656762174271903,0.3346197827329903,0.2857142857142857,0.5862209079937679,0.5907938902024759,0.7647338570014873,0.0,0.30809055971458504,1.0,1
+W/YStmo,0.30246629117596857,0.06072874493927125,0.4138817480719794,0.516,0.016524108163174255,0.004574542318703711,0.0042310771263582665,0.022476763130058874,0.6558709258005485,0.02042801556420234,0.0419882790165809,0.15476190476190477,0.308978840365112,0.2809840074954178,0.49718152096560875,0.16568049431250115,0.8656924098420268,11.0,2
+WzZ/6Lx,0.12578335579514824,0.05588235294117647,0.1141732283464567,0.21384928716904278,0.005511137435724039,0.004434007109055177,0.0022880012675404724,0.006869478514824468,0.5620292627575427,0.0651668435326023,0.2091480846197827,0.2857142857142857,0.5503609086422943,0.539103003288257,0.7456633700965457,0.23540891336663824,0.6403153280694264,3.0,1
+X8R9OFc,0.13026584867075666,0.03314917127071823,0.18235294117647058,0.34375,0.00803580569402132,0.005671662876140074,0.0040883784615199014,0.008056727736158429,0.5761995723271679,0.013520418189678892,0.00835715647036402,0.028571428571428553,0.24855503379835348,0.23957759269269197,0.39835941421323473,0.053736554343431074,0.6787338910711577,17.0,3
+YSxvft/,0.07503666764447052,0.04383282364933741,0.1590909090909091,0.11524822695035461,0.06433769186243568,0.13058887879240097,0.002757484234347023,0.011800734436132568,0.49668965343036986,0.06618947543644271,0.1677897574123989,0.22448979591836737,0.4892859426502028,0.42462706228677694,0.6530979816961853,0.22722482405469663,0.9672394943110145,7.0,1
+g6YOaZ5,0.10430107526881721,0.0525328330206379,0.16793893129770993,0.2,0.10099652682003388,0.0068572739761892845,0.0022183343227539687,0.24165517923311344,0.4586336770000488,0.02865228157056951,0.0546169239565466,0.12857142857142856,0.4067229824722453,0.3535281921740143,0.49232697038879736,0.03236955511005591,0.9785765800194883,10.0,2
+gTLzmeF,0.18973102638697495,0.0,0.1738095238095238,0.2073732718894009,0.0074237325907041424,0.0,0.0021282184512715257,0.0064675097253578,0.5832308583756842,0.041430845419172274,0.05562919070637767,0.09090909090909091,0.41667838699070797,0.37130770105447064,0.5169024831394878,0.12725461525695636,0.6943607792270772,16.0,3
+j/MoMbI,0.17619929453262786,0.07911392405063292,0.20480404551201012,0.23725834797891038,0.010477101601822187,0.003950791540010596,0.003776913055323443,0.009402848272984675,0.5858442184579489,0.1101521047046339,0.22327044025157233,0.21428571428571425,0.8135734017532488,0.8148531193598048,0.8385658037561902,0.4054838551316929,0.7657701603555781,4.0,1
+jFceX6z,0.0419093851132686,0.018867924528301886,0.05223880597014925,0.046875,0.005153909096376174,0.003005987397109391,0.002004145041709246,0.008580339668950016,0.515762420201088,0.02378846834099753,0.048777873070325904,0.14285714285714285,0.3647844459882062,0.3266845589031252,0.47302784753982735,0.339123628363936,0.4151581265297336,7.0,1
+jTkh7Ic,0.08541666666666667,0.06470588235294118,0.08108108108108109,0.12056737588652482,0.004810771478371436,0.0041747607256628376,0.0020942426016406484,0.007307033320875266,0.5375698506689812,0.03864166961443226,0.0413093196112064,0.0357142857142857,0.3669631618687203,0.3367618125860864,0.5283831472236301,0.06593990088255192,0.5416048171831346,8.0,2
+lL6JnE7,0.18116438356164383,0.04081632653061224,0.21145374449339208,0.28346456692913385,0.0031330235003658932,0.0034581387735410168,0.0012282359332202943,0.0068548206624399685,0.5930298793502005,0.03278701410997131,0.11101581856298837,0.2857142857142857,0.42959871877223016,0.40985661825410047,0.6901849062982047,0.5466025697329024,0.1571778589848335,2.0,1
+p9fzJBU,0.12701421800947868,0.05185185185185185,0.08978328173374613,0.2573099415204678,0.08462220601852807,0.012422305310979776,0.03862502075427792,0.013935770256935376,0.4877237847547,0.026992099988208944,0.050475271583762145,0.14285714285714285,0.3303383427758661,0.2968231363910494,0.5281713044998865,0.21024012139027962,0.9596059939964555,23.0,3
+qpF2x/Q,0.07501337613697164,0.05128205128205128,0.062370062370062374,0.1,0.005196669474709738,0.002669252108402995,0.0014681940345593104,0.011683782510994764,0.5267542038270366,0.057537015513669215,0.07552887364208119,0.057142857142857134,0.5462482232118397,0.5024132109198814,0.666858373681008,0.19962603031037146,0.4804798675437571,14.0,2
+rm5SKM3,0.046335200746965455,0.035,0.07317073170731707,0.03977272727272727,0.014688583368232103,0.009798395850922686,0.0025635303129919714,0.01779584806655473,0.5110350087455348,0.016994509466172467,0.019243138936535162,0.07142857142857142,0.37423497874327544,0.3695770326070741,0.516156549492674,0.0802831302454606,0.8632963007908077,17.0,3
+sLUyclT,0.09129901960784313,0.024691358024691357,0.12734082397003746,0.11403508771929824,0.08173915435534321,0.03149666974899155,0.016251053961686183,0.06821359388763547,0.4868534782450939,0.015291323462529689,0.04600031186652113,0.23376623376623373,0.30210671859522925,0.29171659026821817,0.5499460393624197,0.24454731056566653,0.942093332712689,12.0,2
/+5pLaSV,0.1129746835443038,0.05564924114671164,0.24324324324324326,0.1912568306010929,0.21387100137736675,0.006004560502936706,0.0011445816424493884,0.4788283021879101,0.3881210571743061,0.059969343237825726,0.12187916904898036,0.16666666666666663,0.4153327055373082,0.3753437983733777,0.589078146148587,0.15247394265069786,0.9952243530140492,7.0,1
/2WEljqy,0.07700186219739293,0.023474178403755867,0.14948453608247422,0.058333333333333334,0.003782437874648487,0.003817137537564065,0.0021089661750181374,0.00690365179268405,0.5339693776786157,0.03292278997974082,0.039611921097770154,0.053571428571428575,0.4288889709148725,0.39574253398085857,0.5266345532809751,0.14962321550441993,0.20469854980090804,11.0,2
/3eNurPg,0.06938178780284043,0.03189066059225513,0.2,0.07317073170731707,0.0017245818393836687,0.005241130638403911,0.0014027637872692069,0.005369784454341723,0.5267788858986021,0.05047046338875134,0.13364779874213836,0.21428571428571425,0.5579842356863118,0.5708203815853824,0.7041569537741218,0.4708178267332765,0.04662997178463334,3.0,1
/3lvD53E,0.043141631652661064,0.03424657534246575,0.15,0.02956989247311828,0.002508728918992965,0.006269713156533821,0.0013086822247824015,0.005628164682877748,0.5193169797107461,0.1284585712601277,0.24746608451582722,0.14285714285714285,0.6665994405648574,0.5962393283592321,0.7432036120681903,0.19962603031037146,0.16185659395045554,11.0,2
/4aZwDo2,0.045194274028629855,0.022044088176352707,0.09302325581395349,0.03827751196172249,0.001196395050750035,0.004760043087851804,0.0008203297001574309,0.004730439406326938,0.5196998841510784,0.05659165736986749,0.12640556508481038,0.19047619047619047,0.5303754840109025,0.5162625829974895,0.5171903185366474,0.24654510027864332,0.09616210573707812,7.0,1
/6+oyN9c,0.0842470760233918,0.046849757673667204,0.12380952380952381,0.17289719626168223,0.005667108752777905,0.009833988974166472,0.002580132223590396,0.008299806693192517,0.5360166228119457,0.013212925778730312,0.04235387254255179,0.23076923076923078,0.242540299983327,0.21005598693077704,0.46204442831606896,0.3642924203402947,0.24953997101065922,12.0,2
/60huFB9,0.0865052732502397,0.07393715341959335,0.12213740458015267,0.08741258741258741,0.007578021861853421,0.01367748160656133,0.0020617828532582755,0.012815094279446292,0.5327636811235741,0.0392465511142554,0.06876945556190839,0.1111111111111111,0.4780591103550739,0.43795579055875444,0.5345809856357404,0.2258414279590543,0.7847339121541447,12.0,2
/6oZnBj4,0.11374695863746959,0.061068702290076333,0.21739130434782608,0.08490566037735849,0.0011646018893310228,0.0031554495309454467,0.000964906440790767,0.004685909975745386,0.5627228604827081,0.08125221082419527,0.16487993138936535,0.14285714285714285,0.568636962796025,0.5861251848135642,0.4648335442624836,0.373114300021637,0.009386208477142931,0.0,1
/7NzJmHp,0.13655954919281146,0.05555555555555555,0.12864077669902912,0.20980091883614088,0.002878482325281,0.003270212680416516,0.0012200413198336548,0.005991237644158189,0.5697306070631573,0.07923593915811816,0.16080617495711835,0.16326530612244894,0.6408923207634729,0.5835771828462504,0.67983816537478,0.30794364810191915,0.12992684324911474,7.0,1
/7XSaOYc,0.0732142857142857,0.0149812734082397,0.062326869806094184,0.17272727272727273,0.004828121623281814,0.0031959658435639564,0.001940187678990766,0.00702146832878261,0.5344788011508779,0.02056425013623458,0.03471371395899698,0.108843537414966,0.2566088033321347,0.22880831857799466,0.4635726032031345,0.17830570185787162,0.18336771308156355,20.0,3
/8gzQj9T,0.06148966165413534,0.01674641148325359,0.08216216216216216,0.07856191744340879,0.004451102485183492,0.0037847576694392203,0.0016641607376707234,0.007180859693930482,0.528483069363305,0.05455677396533429,0.0967900024503798,0.13265306122448978,0.4921954357005402,0.4582077347975938,0.696046784240969,0.14508879204741085,0.283498767022584,15.0,2
/AiDB8q/,0.08258258258258258,0.0,0.1031390134529148,0.125,0.001178671041305385,0.002293149197925461,0.0007614719638232654,0.005235323632281422,0.5417902497397338,0.08864520693314469,0.12957404230989136,0.07142857142857142,0.5987786307266934,0.5807668536179488,0.7190730448984253,0.1377053866549987,0.02323158159000444,1.0,1
/BI9+ili,0.10209933435739887,0.04395604395604396,0.09823182711198428,0.16030534351145037,0.08298596430747274,0.006225007654268298,0.03009292475943432,0.06776441154803442,0.4666943453532802,0.017823664662186066,0.036726343624928534,0.16964285714285715,0.3391291663001938,0.30016924339750106,0.4964136807906687,0.2289805207188554,0.9499539265007177,17.0,3
/BOYcazq,0.07027491408934708,0.024793388429752067,0.07920792079207921,0.08783783783783784,0.0037886876012366245,0.003215275749568137,0.0017519995287603217,0.006252412218254972,0.5299902153380263,0.018150375348818935,0.02674255418680805,0.1038961038961039,0.25067585423461064,0.23658444685555358,0.4045503825168137,0.06702785676827537,0.5576828524053745,10.0,2
/C53mDwr,0.10057251241171945,0.04854368932038835,0.10853658536585366,0.11073253833049404,0.0030697065474038637,0.002331221244699774,0.001201732990626968,0.006312529544329667,0.5465551669933242,0.09088550878434148,0.15498652291105122,0.12244897959183676,0.5751091109553064,0.534507668224012,0.7231758402146019,0.20141824170893735,0.44137240502583464,21.0,3
/Cau9GU/,0.16382235528942116,0.07733333333333334,0.19461077844311378,0.26842105263157895,0.006113395943368016,0.004844867929079726,0.004233662636665783,0.005935113901308149,0.5829448799152309,0.1014149274849664,0.13002668191347436,0.07142857142857142,0.5979573707143364,0.5515234303826354,0.5428409129871278,0.18021370278571344,0.7430037852505198,8.0,2
/FwJ43BE,0.035784313725490194,0.018018018018018018,0.06432748538011696,0.03260869565217391,0.06803531917982011,0.002991521252285937,0.053629054147792045,0.00530369451642812,0.4338997810443211,0.017300209518108352,0.02501429388221841,0.08928571428571427,0.26367740863792294,0.25040217065717707,0.4669536276007195,0.14962321550441993,0.9513650784818494,11.0,2
/JSJeFyo,0.03851851851851852,0.015267175572519083,0.05679287305122494,0.017241379310344827,0.0025697129718356337,0.002552201826499994,0.0013116825258502795,0.0052976514299577625,0.5163955696606713,0.1370357269189954,0.4269582618639223,0.2857142857142857,0.6510113510179023,0.6285240433940915,0.8181622424634751,0.23540891336663824,0.06315916085915363,2.0,1
/KAHrL4w,0.13480146052031036,0.03333333333333333,0.18410041841004185,0.13855421686746988,0.0076458780049467115,0.005023519478953081,0.0028136622247031547,0.007969448872638951,0.562741146027023,0.024236528711236882,0.04968315227749189,0.19047619047619047,0.34895560583469715,0.3286582054391639,0.6364221244504634,0.3591072315016689,0.5626327217883689,13.0,2
/Mv0lHG6,0.07430457331447429,0.029801324503311258,0.12269938650306748,0.08888888888888889,0.0031971251774643447,0.004191810955947605,0.0016403448567181757,0.0062070733578628925,0.5364264170315821,0.04348072161301734,0.09640202564730865,0.16326530612244894,0.44218771222978265,0.4106657556156308,0.6317477460477433,0.3889135799401709,0.23262686471242858,7.0,1
/OC6fs6M,0.07091895328329437,0.029152542372881354,0.09929632525410477,0.11140350877192982,0.0057481428386879346,0.005214958429499825,0.00328043689809828,0.007659474751821808,0.5311548500412874,0.08985930600089005,0.17591302172670098,0.1339285714285714,0.5870004998665816,0.5557625505431959,0.7341820848580815,0.2347006268285991,0.7826616807688996,21.0,3
/Vc88asM,0.06297101449275362,0.0319634703196347,0.1092436974789916,0.048582995951417005,0.00575487048201442,0.005138597224585827,0.001951729801319938,0.007855602501598315,0.5260872764527046,0.051008135833038565,0.13500571755288737,0.21428571428571425,0.4296021466402457,0.4084900713252896,0.6742015534283881,0.3331124400782777,0.6726358243313157,3.0,1
/X7JlDn6,0.1005868544600939,0.06060606060606061,0.14473684210526316,0.125,0.0019609112968367185,0.005713753138671725,0.0012304945502361463,0.005450055360835952,0.542889539365672,0.036894234170498766,0.10739470173432439,0.23809523809523808,0.3164757375878214,0.286959305945846,0.5795739869124573,0.287762071614427,0.05691207361279514,2.0,1
/XAbZVJM,0.011418047882136278,0.007874015748031496,0.05357142857142857,0.008064516129032258,0.0011766025253407931,0.004124384946393823,0.0009356885642420696,0.005583414329433194,0.5036391115433332,0.1513736587666549,0.22462835906232131,0.07142857142857142,0.7844464647628115,0.7738711910237074,0.8506918027378019,0.1377053866549987,0.011066415647628853,3.0,1
/XEQepgg,0.08775773195876288,0.031746031746031744,0.1615720524017467,0.09770114942528736,0.004719616142289464,0.005210469183451936,0.0018927585385182643,0.007927261213922603,0.5449160922936497,0.011851555651251134,0.016478804214653274,0.10204081632653059,0.28513540103848417,0.25279111502798396,0.41283904792273546,0.14386931758856333,0.5196213122676729,17.0,3
/ZFsYfO/,0.05708699902248289,0.029498525073746312,0.09006928406466513,0.04150943396226415,0.01000835464357422,0.007679293999357443,0.0038721740552177114,0.011075887505096346,0.5186379663370747,0.035012380615493464,0.050083564234507626,0.09890109890109888,0.3244301480168908,0.2779952440932741,0.4545980368123767,0.1136512109462316,0.653568564021163,12.0,2
/ZVz5Ti8,0.25679428098782936,0.04597701149425287,0.31893687707641194,0.382830626450116,0.00723780750829091,0.00513851746180944,0.0022908251946464468,0.009325361929159278,0.6348540564718419,0.04076675594185322,0.08829331046312178,0.18571428571428567,0.39981131311056467,0.32796074375264883,0.5130293681583273,0.17574491104962656,0.49049157962259676,11.0,2
/cF55I0p,0.04986666666666666,0.017811704834605598,0.0883054892601432,0.05454545454545454,0.00025673766399320107,0.0019489541220545407,0.0008269373677899639,0.004266960437670491,0.5251579684150189,0.052184294304916876,0.0714304277769115,0.06493506493506493,0.46105185718354974,0.4423763387184725,0.551876636108964,0.13147359214404877,0.02398324949422055,15.0,2
/cmDG2Qf,0.15779256146903203,0.0,0.1330166270783848,0.1970260223048327,0.005140406006726478,0.0,0.0012195340880903373,0.007686342264227784,0.573345472736174,0.057729041386628946,0.16352201257861634,0.23809523809523808,0.5057467093561931,0.48071960526057866,0.485608942457967,0.09770352671163954,0.6961050954597026,4.0,1
/cn77I+S,0.07823383084577114,0.03125,0.10869565217391304,0.08636363636363636,0.00353513351866145,0.004124954770232783,0.0017287110936741513,0.006112785700295805,0.5359537740111077,0.040638738693213404,0.0394987611968744,0.0357142857142857,0.378854165664196,0.35492380554573566,0.46890958965102986,0.11094956715575513,0.21628319621094605,23.0,3
/fydh4Zz,0.05578842315369261,0.016666666666666666,0.11290322580645161,0.07272727272727272,0.0016248140145307343,0.0027439392111928596,0.0010921190430187302,0.0056977165647519225,0.5305918338132088,0.07896710293597453,0.20561749571183532,0.21428571428571425,0.6284490213485576,0.6395372557910097,0.8225990381088216,0.5789721248429583,0.03894246692162048,1.0,1
/hVHkX2q,0.12779263687853995,0.04935622317596566,0.16089613034623218,0.226457399103139,0.005153623826651955,0.004048782406901739,0.0019225955243506387,0.009026952752350728,0.5661686510047461,0.05020162716660772,0.0736904604829133,0.07692307692307693,0.4419781752630663,0.4379065105430967,0.6040272951284801,0.12287231868799814,0.5807319261990395,18.0,3
/hoCUAZI,0.04736519607843137,0.0,0.05325443786982249,0.04668304668304668,0.0058710257118862776,0.0,0.0018781019713170375,0.0068667422509932526,0.5186540711326739,0.08058012026883624,0.12658662092624356,0.11428571428571427,0.6269551952986572,0.5965895480265764,0.6956683344124722,0.33733141696537017,0.5152558366969952,5.0,1
/hzLYKoA,0.05611111111111111,0.03814713896457766,0.05829596412556054,0.06629834254143646,0.0020542258958663523,0.0038013709097254925,0.0011996862038737316,0.005949238623555275,0.5220700987183221,0.04102279043913285,0.16216409376786736,0.39285714285714285,0.4383219336564294,0.43845191000121675,0.7283601307140929,0.7301296965747418,0.43596258487205275,4.0,1
/ix46vFL,0.09020100502512562,0.029023746701846966,0.14705882352941177,0.2087912087912088,0.014144749315671303,0.01013480936985745,0.005939850531103162,0.02054529782961622,0.5333244011244408,0.03375781157882325,0.03889524172543041,0.06349206349206349,0.33535927287769335,0.29217235284872056,0.38687194172650136,0.08324929121213381,0.7327060802225726,9.0,2
/lYr+43J,0.050534759358288765,0.028070175438596492,0.10526315789473684,0.0684931506849315,0.002113895902767701,0.005060401576852516,0.0012098064108681408,0.005766433310974135,0.5241542197130578,0.0205960382030421,0.04232775871926816,0.14285714285714285,0.28385945059709855,0.2822017575108979,0.5039820075584357,0.21024012139027962,0.051372491324076015,8.0,2
/mG9qkmV,0.11483333333333333,0.02,0.13028169014084506,0.2302158273381295,0.01569206357444258,0.05034832951393077,0.0015049006119085264,0.007091073273902496,0.5523159863612791,0.027580979331952103,0.0391970014611524,0.07936507936507936,0.39536607414900987,0.38994576065493436,0.5098764092077043,0.14393718116594867,0.8755833341390167,12.0,2
/oY9ajHJ,0.06811263318112633,0.02631578947368421,0.10443864229765012,0.05454545454545454,0.0034200139110409757,0.002959455084460639,0.0015892549282423335,0.006032926792982136,0.5342585594303226,0.028425893172974885,0.06381197418933268,0.16326530612244894,0.34782808512165847,0.33431150168615476,0.6099462588459061,0.4542475515417545,0.5684234431652365,11.0,2
