user_id,block_average_correctness,reverse_tap_average_correctness,reverse_translate_average_correctness,listen_average_correctness,block_average_response_time,reverse_tap_average_response_time,reverse_translate_average_response_time,listen_average_response_time,user_ability_score,average_blocks_per_session,average_blocks_per_day,average_sessions_per_day,session_length_variance,blocks_per_session_variance,blocks_per_day_variance,sessions_per_day_variance,session_count,block_count,listen,reverse_tap,reverse_translate,response_time_variance,churn_time,churn_time_category
08edkJY1,0.17584269662921348,0.05982905982905983,0.22,0.1875,6.682501572923341e-05,0.01484149691274013,0.0005732584731045066,0.004772502338329019,0.5830936080848997,0.5733944954128439,0.578708946772367,0.4444444444444444,0.9396899122199801,1.0,0.0,0.0,0.020408163265306124,0.07692307692307693,0.05281090289608177,0.0432,0.13435114503816792,0.00964630225080386,0.0,1
0Y0WxMzh,0.1587476979742173,0.05263157894736842,0.1657142857142857,0.5833333333333334,0.014692442209195366,0.08012482255414426,0.010239053149012734,0.01744124570702127,0.5820481545456236,0.3346330275229358,0.17893544733861835,0.14814814814814814,0.42192272051926494,0.5622751739783982,0.8109138965961209,0.3255470158911917,0.06122448979591836,0.07841191066997519,0.054514480408858604,0.07680000000000001,0.0732824427480916,0.8263665594855305,2.0,1
11J7ntWb,0.10324884792626728,0.046357615894039736,0.26129032258064516,0.10989010989010989,0.003912496161632629,0.02349720117046223,0.003749876118449283,0.015391529380718687,0.5493144508685719,0.22763761467889904,0.0867982527099175,0.06349206349206349,0.496169703013036,0.5289488702130769,0.6722937914295432,0.07633283979513796,0.32653061224489793,0.21935483870967742,0.19761499148211245,0.2056,0.13282442748091602,0.7877813504823151,15.0,3
1sSlUg9e,0.2245014245014245,0.2571428571428571,0.12568306010928962,0.3855421686746988,0.012573219775637058,0.05957415094848944,0.007466095229247214,0.016652781268418678,0.598835197404818,0.061639908256880725,0.018120045300113248,0.14814814814814814,0.2541332330781658,0.2154551144346794,0.5319664205152407,0.266319563348789,0.20408163265306123,0.04665012406947891,0.054514480408858604,0.019200000000000002,0.08549618320610687,0.6077170418006431,18.0,3
2489VzUn,0.10711382113821138,0.05136986301369863,0.3275862068965517,0.13559322033898305,0.0035252071669059776,0.055427100602041694,0.0024689877764151667,0.008907402170839405,0.5460702309659736,0.11488740617180981,0.08539071347678368,0.2666666666666667,0.496850726201025,0.5819720594690261,0.7125917809550536,0.5513851817660299,0.18367346938775508,0.06997518610421835,0.044293015332197615,0.0912,0.029007633587786262,0.7395498392282961,6.0,1
29KGa08Y,0.2429304897314376,0.17326732673267325,0.26515151515151514,0.585635359116022,0.027981753315820177,0.13453562816177816,0.004540876610558518,0.007175922667880223,0.6152129055733057,0.14248853211009171,0.10429321527849275,0.2828282828282829,0.4513001760969714,0.47669109016788774,0.6678924777485189,0.4722456097902505,0.4489795918367347,0.19801488833746897,0.131175468483816,0.2424,0.056488549618320616,0.9196141479099679,11.0,2
2FFGhfnV,0.16601192161939823,0.05555555555555555,0.13497822931785197,0.2515527950310559,0.004609018785140851,0.0288968688748511,0.0026658862893106003,0.007381324144755232,0.5778718325842294,0.19765727391874177,0.12975246723831094,0.2222222222222222,0.6413373471436034,0.5996985962423764,0.7174241529077658,0.37685216893010404,0.24489795918367346,0.14789081885856079,0.16695059625212946,0.0128,0.3083969465648855,0.19292604501607716,5.0,1
2LLZUhZ2,0.08688725490196078,0.04824561403508772,0.32558139534883723,0.061224489795918366,0.00140322921259463,0.029379101603186224,0.002512278222556476,0.007870413734414654,0.5402799765098268,0.05458715596330275,0.020158550396375992,0.1111111111111111,0.25710295055331067,0.3683512999342214,0.5874717158137228,0.2554958077838276,0.26530612244897955,0.05607940446650123,0.039182282793867124,0.076,0.01984732824427481,0.04180064308681672,11.0,2
353OqCnQ,0.18640595903165735,0.1167192429022082,0.42028985507246375,0.3,0.003376639365592798,0.0329954698301886,0.007932429064414737,0.009667993532435705,0.5893356281930178,0.16628440366972477,0.07531143827859568,0.1111111111111111,0.3653608158641183,0.41691900942966614,0.5715858298289791,0.203876879379714,0.14285714285714285,0.07741935483870968,0.044293015332197615,0.10160000000000001,0.03206106870229008,0.5916398713826366,8.0,2
3AjZgblq,0.09034608378870673,0.04833836858006042,0.288135593220339,0.08450704225352113,0.0014762094610407126,0.03456223834824462,0.0019277456939541973,0.00698584772276098,0.5386815132930893,0.0721127900701565,0.021778900601097655,0.06837606837606836,0.2581752488434911,0.275040175647056,0.3876135421918796,0.0797787634613045,0.30612244897959184,0.0794044665012407,0.05792163543441227,0.1,0.029007633587786262,0.1157556270096463,14.0,3
3VVuNWlx,0.26637864823348695,0.0,0.29046563192904656,0.17079889807162535,0.0036406212068624422,0.0,0.0023840619445272553,0.0057167942448433165,0.6232260293789853,0.2245008094981112,0.15826727066817667,0.25,0.5978521935084838,0.5787679683221112,0.7533782852232167,0.26287363968262245,0.30612244897959184,0.20397022332506204,0.2333901192504259,0.0,0.44580152671755724,0.4565916398713826,19.0,3
3bKILYYu,0.06434481594056063,0.04046242774566474,0.13548387096774195,0.03508771929824561,0.002003885717986844,0.02111960640733513,0.0037472376440437004,0.005943992297538486,0.5347992444721842,0.20355504587155962,0.16557191392978482,0.3111111111111111,0.498170710301873,0.5491660454222957,0.8082069751290131,0.4587263995202655,0.20408163265306123,0.12853598014888337,0.07836456558773425,0.12240000000000001,0.11908396946564885,0.2057877813504823,3.0,1
3kFIZiPa,0.1129368894993895,0.03860294117647059,0.1721915285451197,0.15966386554621848,0.002717835253485638,0.01826880935200218,0.002854473628851747,0.008586302726341444,0.5620447050044832,0.16876294761763835,0.12538424203203366,0.2857142857142857,0.5538359840362274,0.5696413627420509,0.7728310970197574,0.5007400738539045,0.5918367346938774,0.29826302729528537,0.20442930153321975,0.188,0.4030534351145038,0.21543408360128616,13.0,2
3ll4KcUX,0.16643192488262912,0.0,0.05898876404494382,0.68,0.029119689043093363,0.0,0.016353268026873855,0.013488134339721139,0.5489041940553698,0.09424520433694744,0.05436013590033976,0.18518518518518517,0.41876184723923926,0.3954600839643578,0.6046485500193167,0.17249471673809985,0.18367346938775508,0.05905707196029777,0.039182282793867124,0.0,0.17404580152671753,0.8938906752411575,8.0,2
4/NY9k5b,0.07046951044947036,0.024742268041237112,0.09422850412249706,0.1358695652173913,0.0038374564565233464,0.01846071781501991,0.004072169340996412,0.009586853436657999,0.5332736233678212,0.20625819134993445,0.07367930184531343,0.065359477124183,0.5447282808236659,0.5117819433594262,0.5551503539422216,0.07658727190385631,0.3877551020408163,0.23622828784119107,0.11925042589437819,0.16720000000000002,0.3282442748091603,0.24437299035369775,17.0,3
4ERQl9jr,0.22889408099688474,0.06926406926406926,0.3644067796610169,0.4215686274509804,0.008679825053721895,0.04287848661521697,0.00872922514062139,0.013154460226654775,0.6192208066642518,0.237098623853211,0.09513023782559454,0.18518518518518517,0.4755716787290768,0.5660231346046047,0.6093949860663219,0.17249471673809985,0.12244897959183673,0.09478908188585608,0.06984667802385008,0.0848,0.09465648854961832,0.5305466237942122,5.0,1
4KptaI0f,0.10580645161290321,0.075,0.16049382716049382,0.14754098360655737,0.008436590803729516,0.024401555660402082,0.014766272245070277,0.011739606247858239,0.5457451140720364,0.3609518348623853,0.23725934314835787,0.33333333333333337,0.5969923998641861,0.6732450321241525,0.8073300169389345,0.155786957767474,0.04081632653061224,0.06550868486352357,0.04258943781942078,0.0792,0.03969465648854962,0.8617363344051446,1.0,1
4WGIjXPN,0.15867052023121386,0.04460966542750929,0.4270833333333333,0.2641509433962264,0.002237198431977899,0.031887035853128715,0.002869725031320479,0.008885886706658633,0.5762029082754831,0.12333194328607172,0.03272933182332956,0.04444444444444445,0.3017927746569692,0.35967490815302533,0.46008788742889145,0.06286935576565439,0.18367346938775508,0.07444168734491316,0.040885860306643956,0.0888,0.050381679389312976,0.06752411575562701,11.0,2
4sSxewiU,0.18645418326693225,0.1386861313868613,0.33695652173913043,0.18627450980392157,0.0037894300038368526,0.04729630834982082,0.00531165221306658,0.008713021240514998,0.5831973857020466,0.22006880733944956,0.4003397508493771,0.9999999999999999,0.6345738229603582,0.7095522485400394,0.7286055605811902,0.155786957767474,0.16326530612244897,0.11315136476426799,0.08517887563884156,0.1328,0.04580152671755725,0.3215434083601286,1.0,1
5CH4np96,0.09716775599128541,0.044,0.1561712846347607,0.11764705882352941,0.0030902310765485268,0.017659510890933396,0.0038214837821342845,0.006534765930386249,0.552114312640751,0.09832469086557638,0.06846494388963245,0.2626262626262626,0.3025524624856286,0.3845650164797451,0.6068204926266082,0.33050473517216117,0.42857142857142855,0.14044665012406948,0.10221465076660988,0.1,0.17709923664122135,0.3408360128617363,11.0,2
5J8cZq5c,0.09268707482993198,0.06017191977077364,0.11594202898550725,0.1,0.0024306514004161775,0.04342774571061058,2.1116877772730212e-06,0.003244053877034104,0.5332459818719112,0.18577981651376146,0.08493771234428085,0.1111111111111111,0.5508932854937784,0.6342832205369611,0.7332339951046115,0.203876879379714,0.14285714285714285,0.08585607940446649,0.059625212947189095,0.11120000000000001,0.025954198473282446,0.707395498392283,13.0,2
5Kj80WvU,0.17459839357429718,0.06046511627906977,0.22962962962962963,0.37254901960784315,0.10819630028280311,0.031752954752016616,0.26863467686379994,0.012670053991622533,0.4780859155538029,0.051183003380009646,0.054521922019090764,0.38095238095238093,0.12232509775022327,0.1489963130777917,0.45306661511949414,0.24757350828033722,0.3469387755102041,0.07096774193548386,0.044293015332197615,0.08,0.05343511450381679,0.9710610932475884,6.0,1
5KqRM0Ek,0.13134057971014493,0.10377358490566038,0.1509433962264151,0.10256410256410256,0.15732019896675545,0.20560095608166754,0.08013746874151927,0.008136185843753328,0.5188780939556011,0.0665137614678899,0.09898074745186863,0.6222222222222221,0.36356935573992666,0.43449731786533813,0.7591304189733921,0.730823784731046,0.32653061224489793,0.07990074441687345,0.059625212947189095,0.0784,0.07022900763358779,0.9839228295819935,4.0,1
5cJccRj6,0.10453474676089516,0.0,0.11914893617021277,0.058394160583941604,0.0038116631550363187,0.0,0.0017909024352266646,0.009081893672595195,0.5497902534418813,0.12327981651376146,0.03805209513023782,0.04444444444444445,0.5384739430754858,0.5298346348764502,0.6032802478550509,0.06079249712317467,0.32653061224489793,0.12903225806451613,0.09369676320272573,0.0,0.34045801526717556,0.33762057877813506,24.0,4
5qQ0eQ1R,0.2026256844201095,0.08892763731473409,0.149812734082397,0.6755852842809364,0.0007993805718149258,0.02680658193979199,0.0026901333675435134,0.003674106518971037,0.5974537723672135,0.24311926605504586,0.12396550222144787,0.18803418803418803,0.6248803601798146,0.5939428889855127,0.7032555789800203,0.32130147088888833,0.3877551020408163,0.27344913151364764,0.19931856899488928,0.2992,0.11908396946564885,0.7556270096463023,15.0,3
5vQFb/TH,0.11305950500263295,0.04721030042918455,0.1782178217821782,0.10476190476190476,0.0031645329795470314,0.02768690890940146,0.0049007081206900414,0.006905709666025503,0.5487276601966169,0.39655963302752295,0.33238958097395244,0.33333333333333337,0.7097434044686114,0.71276170093027,0.9125753183630491,0.155786957767474,0.06122448979591836,0.09330024813895782,0.07325383304940375,0.0896,0.07786259541984733,0.15755627009646303,2.0,1
6AIhqKnw,0.14854189737910667,0.10424710424710425,0.3,0.2692307692307692,0.0008716448931942568,0.02973382086970197,0.001621534248721346,0.002245883453331303,0.5764688812789149,0.2938646788990825,0.19309173272933183,0.2222222222222222,0.6644746458612644,0.6701397265462892,0.1679958146228687,0.0,0.04081632653061224,0.05260545905707196,0.03236797274275979,0.0728,0.021374045801526718,0.006430868167202572,2.0,1
6Iox8M7G,0.13758241758241757,0.059654631083202514,0.212481426448737,0.1432192648922687,0.013645760867917876,0.0733925921975664,0.008679022644838066,0.01806791482861062,0.5595097860879279,0.2787904394012554,0.13958097395243488,0.16666666666666663,0.6607898492083172,0.6041114471445554,0.7299561900447353,0.1728661212265032,0.3469387755102041,0.27890818858560795,0.38841567291311757,0.1376,0.27480916030534347,0.6913183279742765,10.0,2
6SZoFI3a,0.05153846153846154,0.03333333333333333,0.03296703296703297,0.09523809523809523,0.003280689586579646,0.02643006299529064,0.0050737089057819856,0.01025161766792724,0.5160739363235092,0.05045871559633026,0.0141048079892927,0.08080808080808077,0.3066963131289111,0.4248317562176493,0.5390056076813703,0.0871303715663933,0.26530612244897955,0.05310173697270471,0.03236797274275979,0.0656,0.0366412213740458,0.29260450160771706,15.0,3
6o7YKfDH,0.14442090395480228,0.06060606060606061,0.17842323651452283,0.3522727272727273,0.010517596999306177,0.062062593378941565,0.00920257907430259,0.01480970549907752,0.566751779902378,0.0669126445951336,0.07417893544733861,0.41666666666666663,0.2927501824489641,0.35875311203955645,0.5727900765862703,0.20306884982146883,0.42857142857142855,0.10570719602977668,0.07155025553662692,0.0976,0.10229007633587786,0.6109324758842444,7.0,2
6xoa3KDG,0.17168982306139413,0.14864864864864866,0.19463087248322147,0.23648648648648649,0.008009053153916892,0.07133194765891156,0.004581287736259309,0.0063257605374717595,0.5768540870795592,0.1491346955796497,0.11019252548131372,0.3111111111111111,0.530474373519015,0.5190850348545433,0.6470704286570816,0.5261815307688833,0.4081632653061224,0.18759305210918115,0.11243611584327087,0.23120000000000002,0.06259541984732825,0.877813504823151,11.0,2
7O3alDyQ,0.15398985970673812,0.07794871794871795,0.28187919463087246,0.24932249322493225,0.017889659406531436,0.10497045142480385,0.018105903898631755,0.01993558490823853,0.5639317145905361,0.10682780522230062,0.11795452565554493,0.4444444444444444,0.3573157981707188,0.339021258687004,0.5799843011195785,0.266319563348789,0.7551020408163264,0.2620347394540943,0.2333901192504259,0.25680000000000003,0.13435114503816792,0.8681672025723473,12.0,2
7Tdec8Qn,0.1918123888559573,0.05970149253731343,0.27476415094339623,0.23076923076923078,0.023590990569767215,0.04392913156948606,0.020698863200746025,0.023431013419465997,0.5874933980214512,0.13867955439056356,0.1228250797899722,0.36363636363636354,0.4267452181165857,0.3845117627980234,0.705515571911756,0.4533973555156276,0.5306122448979591,0.22779156327543423,0.16695059625212946,0.1368,0.31755725190839695,0.8842443729903536,11.0,2
7jY3FNkf,0.12995271544122117,0.0,0.11842833425567238,0.14696184644371174,0.010763069156944036,0.0,0.005336274551319077,0.013338380565979463,0.5581492456433708,0.18549311926605502,0.18259942708680302,0.43137254901960786,0.6582876208940313,0.5800672661001547,0.7726934315699108,0.47399979291891947,0.9387755102040816,0.5066997518610422,0.9846678023850085,0.0,0.7038167938931298,0.5723472668810289,16.0,3
8favp0ag,0.03678030303030303,0.050970873786407765,0.0,0.037383177570093455,0.001545984394247051,0.0340755360724235,0.0017638782369923307,0.007874085378435248,0.517968287800972,0.21330275229357792,0.09852774631936578,0.1111111111111111,0.5959269428807091,0.6583861412759577,0.743799065350471,0.203876879379714,0.14285714285714285,0.0977667493796526,0.07495741056218058,0.1216,0.029007633587786262,0.26688102893890675,5.0,1
8gckxaUD,0.18798315763964618,0.06358381502890173,0.2252836304700162,0.35148514851485146,0.009123016100229999,0.03431936041191959,0.008203208252543493,0.015956255425860162,0.5906796112328375,0.1638188073394495,0.09533614743127766,0.2222222222222222,0.4438532943051,0.4528629249386528,0.6741092473814889,0.266319563348789,0.36734693877551017,0.1836228287841191,0.13287904599659284,0.1192,0.24580152671755723,0.6237942122186495,13.0,2
8jVsHOlY,0.20282505729564554,0.10625,0.2264957264957265,0.18604651162790697,0.032505455156124824,0.8870788118266886,0.009879954205148617,0.0066108064440250315,0.584775566438706,0.1698885976408912,0.1052198085040667,0.20202020202020204,0.6121643483618678,0.5481311924329526,0.6552877026447897,0.2018167247745099,0.3877551020408163,0.19950372208436723,0.056218057921635436,0.056,0.48396946564885496,0.9356913183279743,11.0,2
8nQBlgIt,0.18398001175778952,0.07927927927927927,0.4624277456647399,0.3153846153846154,0.022281149616362333,0.1323931858255991,0.020092487453194165,0.023460844074030072,0.5809612613887505,0.19986893840104847,0.11155152887882219,0.19444444444444442,0.5872685675467734,0.5783823687874701,0.7138179936675677,0.26287363968262245,0.24489795918367346,0.14937965260545905,0.09710391822827939,0.16720000000000002,0.08091603053435115,0.8102893890675241,12.0,2
96BoonfA,0.19120319883678663,0.056856187290969896,0.2936802973977695,0.38405797101449274,0.006863545812144201,0.01863186848878716,0.00923615207283579,0.01184784894221151,0.5984321352620845,0.15416120576671036,0.1519818799546999,0.3999999999999999,0.5179164147503305,0.5337235958410032,0.8321780892490628,0.5946012378543629,0.24489795918367346,0.11861042183622827,0.0919931856899489,0.10880000000000001,0.10229007633587786,0.842443729903537,4.0,1
9Tk4G0VR,0.23703703703703702,0.12256267409470752,0.5192307692307693,0.47619047619047616,0.015608663834160704,0.09607585573497014,0.018242559369280712,0.026721429659023462,0.6002737845717827,0.16536697247706422,0.14212910532276332,0.38888888888888884,0.3984516335232401,0.4408549037770782,0.728312103563815,0.45286036323627354,0.16326530612244897,0.086848635235732,0.06643952299829642,0.11280000000000001,0.01984732824427481,0.6752411575562701,3.0,1
9UK9u3GL,0.38498062015503876,0.0,0.39215686274509803,0.18518518518518517,0.018408939556525773,0.0,0.008767334297632797,0.016659939690849137,0.6705180515820515,0.06543443065299512,0.038882597206493015,0.19753086419753085,0.39196683024943657,0.43297094591808744,0.5138357558369538,0.28709315828507675,0.30612244897959184,0.0739454094292804,0.040885860306643956,0.0,0.21832061068702288,0.8585209003215434,12.0,2
9anH9K01,0.03493589743589744,0.0,0.05904059040590406,0.024390243902439025,0.013214681534222106,0.0,0.007587770806998646,0.016480245828277784,0.5163938411099963,0.1399082568807339,0.09173272933182333,0.2222222222222222,0.40502759785603126,0.37246487725948024,0.4736851219214065,0.266319563348789,0.0816326530612245,0.0401985111662531,0.027257240204429302,0.0,0.1267175572519084,0.662379421221865,2.0,1
9cVJDuzH,0.221484375,0.07614213197969544,0.3342857142857143,0.20909090909090908,0.04103766527408011,0.019367735502538865,0.0558092753825686,0.008032679260356375,0.5832343042595877,0.09311926605504586,0.1189127972819932,0.5555555555555555,0.4017585621092964,0.4683666732696857,0.6806976189920737,0.6947769383696304,0.36734693877551017,0.11563275434243175,0.0868824531516184,0.08,0.15267175572519082,0.9421221864951769,5.0,1
9eOFYrld,0.17372598162071845,0.06553398058252427,0.2192866578599736,0.23157894736842105,0.011182766333710834,0.04750483070211802,0.00907274379494576,0.012658001779076276,0.577765581889689,0.16563621858795372,0.12887882219705551,0.28888888888888886,0.37411613479679784,0.4308140329685401,0.595382589446178,0.24661176081112582,0.42857142857142855,0.21488833746898262,0.12606473594548553,0.1472,0.2946564885496183,0.7491961414790999,16.0,3
9kFezTps,0.1397347174163783,0.09333333333333334,0.1491395793499044,0.08695652173913043,0.001594984842420438,0.028893344866451728,0.0010371435407581326,0.005557515327994976,0.5611584628980005,0.1598623853211009,0.13759909399773498,0.33333333333333337,0.5778637676025685,0.5634282538093718,0.7177782602231203,0.203876879379714,0.26530612244897955,0.13200992555831265,0.08006814310051108,0.0528,0.26106870229007634,0.06109324758842444,5.0,1
9qGJi0sT,0.15074679318221754,0.0821917808219178,0.2672413793103448,0.27586206896551724,0.002014833500702878,0.024688575282861218,0.003412071785393211,0.010322213113094116,0.5785259056771359,0.31063646788990823,0.1054845494256593,0.09523809523809523,0.4448442242848646,0.4700191510244464,0.636014771124441,0.1851308243112622,0.12244897959183673,0.12307692307692306,0.07836456558773425,0.13040000000000002,0.08702290076335878,0.24758842443729903,6.0,1
ACt+gDfP,0.1764035087719298,0.07766990291262135,0.26519337016574585,0.3835616438356164,0.01002516394665264,0.056881088001612394,0.008384895768500909,0.014319155168206234,0.5915207634367987,0.15711009174311927,0.08154020385050964,0.14814814814814814,0.4703689557249281,0.554059444383439,0.7086903146664061,0.2789180006524633,0.16326530612244897,0.08287841191066997,0.056218057921635436,0.08080000000000001,0.07786259541984733,0.7620578778135049,8.0,2
AIM0TOru,0.06896551724137931,0.016194331983805668,0.23809523809523808,0.13636363636363635,0.0028222002903854617,0.03790520451599901,0.0038775280230241185,0.01035439773938458,0.5256466797041967,0.026076984443558028,0.001321253303133256,0.07407407407407407,0.0,0.0966502488586341,0.3640936639537841,0.08118873903752688,0.42857142857142855,0.06054590570719603,0.039182282793867124,0.08320000000000001,0.01984732824427481,0.08038585209003216,22.0,4
AS83Q0If,0.13903229608675152,0.04,0.2189239332096475,0.2112676056338028,0.055476957535577576,0.0231601977898968,0.07596955383861305,0.014159157921739938,0.5354509398813826,0.30848623853211005,0.1264628161570404,0.07407407407407407,0.5986295084400909,0.5770633144381221,0.67364366802185,0.08573574966010986,0.20408163265306123,0.1890818858560794,0.13287904599659284,0.1472,0.20916030534351143,0.9742765273311897,10.0,2
AZVuO+oN,0.157058334765916,0.0,0.12264150943396226,0.24028268551236748,0.014260774294712248,0.0,0.007662829078454971,0.016579404150185245,0.5684256770203189,0.10395642201834862,0.02931183798547731,0.0784313725490196,0.36751961259244004,0.2910168339266919,0.4535445813480255,0.12029547345890826,0.36734693877551017,0.1260545905707196,0.1465076660988075,0.0,0.28396946564885495,0.5948553054662905,21.0,4
Agcud+3E,0.15276292335115865,0.09392265193370165,0.1658291457286432,0.3142857142857143,0.005507152407271268,0.021579197289746135,0.007017759256416416,0.011018579228180515,0.5735291958699429,0.6043577981651376,0.18573046432616083,0.07407407407407407,0.7711331909171232,0.8289772205448505,0.7518224834904604,0.11053260558131503,0.020408163265306124,0.08138957816377171,0.056218057921635436,0.0752,0.08396946564885496,0.48231511254019294,4.0,1
AknRcHtR,0.18474842767295596,0.1345565749235474,0.2,0.3125,0.003745502902836765,0.03622615973849928,0.004562729194938268,0.011349732451656406,0.5834407412754071,0.15992493744787323,0.0768484064067303,0.19047619047619047,0.4985409846361356,0.5113586020067953,0.5505648956882152,0.14963934000269644,0.18367346938775508,0.09379652605459057,0.06303236797274277,0.1024,0.06412213740458016,0.4212218649517685,7.0,2
Az9MzXjR,0.05703125,0.036585365853658534,0.15151515151515152,0.02,0.0016410584227385065,0.019928912134131956,0.004583034377339271,0.006930154655993735,0.5310319376895886,0.027064220183486233,0.013487079172243385,0.20202020202020204,0.2817692885338582,0.33908098760703337,0.49222413822639277,0.2447689855120513,0.36734693877551017,0.052109181141439205,0.034071550255536626,0.0632,0.0366412213740458,0.40192926045016075,11.0,2
BC9vZxz5,0.11183712121212121,0.08097165991902834,0.1715686274509804,0.6666666666666666,0.008100211492415717,0.023921882118328644,0.012402183848841262,0.03914254018663128,0.5542342241405402,0.09076015727391873,0.04869762174405436,0.16666666666666663,0.284082155365883,0.35075305129322704,0.553201730708553,0.22277665235913202,0.24489795918367346,0.07593052109181142,0.0017035775127768314,0.09040000000000001,0.08702290076335878,0.6720257234726689,7.0,2
BJX/HBTr,0.10256410256410256,0.043010752688172046,0.12320328542094455,0.041237113402061855,0.008514092220023466,0.03749658614622201,0.005181936545591622,0.010551352306519669,0.5428083545083497,0.22935779816513757,0.2389580973952435,0.4444444444444444,0.5225591905944246,0.5211356143005286,0.7410343245987775,0.6183748763576878,0.14285714285714285,0.10471464019851118,0.06473594548551959,0.028800000000000003,0.23664122137404578,0.3729903536977492,2.0,1
